# BEGIN PLOT
XLabel=$\ln (R/\Delta R)$
YMax=5.96
XMax=4.33
Title=$\frac{1}{N_{jets}}\frac{d^{2} N_{emissions}}{d\ln (R/\Delta R) d\ln (1/z)}$
YLabel=$\ln (1/z)$
LogY=0
# END PLOT

# BEGIN HISTO2D //home/soumyadip/Workspace/Zigzag/25Dec2022_py8.yoda/ATLAS_2020_I1790256/d01-x01-y01
Path=//home/soumyadip/Workspace/Zigzag/25Dec2022_py8.yoda/ATLAS_2020_I1790256/d01-x01-y01
ScaledBy=7.52506948932304022e+03
Title=25Dec2022_py8
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
3.333330e+00	3.666670e+00	4.574770e+00	4.852030e+00	2.627286e-02	8.229707e-03	8.229707e-03
3.333330e+00	3.666670e+00	4.852030e+00	5.129290e+00	1.424373e-02	3.999355e-03	3.999355e-03
3.333330e+00	3.666670e+00	5.129290e+00	5.406550e+00	1.095014e-02	5.162034e-03	5.162034e-03
3.333330e+00	3.666670e+00	5.406550e+00	5.683810e+00	3.696191e-03	2.640271e-03	2.640271e-03
3.333330e+00	3.666670e+00	5.683810e+00	5.961070e+00	4.527187e-03	2.158324e-03	2.158324e-03
3.666670e+00	4.000000e+00	6.931470e-01	9.704060e-01	1.105645e+00	6.584384e-02	6.584384e-02
3.666670e+00	4.000000e+00	9.704060e-01	1.247660e+00	8.712984e-01	5.482429e-02	5.482429e-02
3.666670e+00	4.000000e+00	1.247660e+00	1.524920e+00	7.247634e-01	4.665714e-02	4.665714e-02
3.666670e+00	4.000000e+00	1.524920e+00	1.802180e+00	5.712282e-01	4.407744e-02	4.407744e-02
3.666670e+00	4.000000e+00	1.802180e+00	2.079440e+00	4.529867e-01	3.524113e-02	3.524113e-02
3.666670e+00	4.000000e+00	2.079440e+00	2.356700e+00	3.850169e-01	3.231637e-02	3.231637e-02
3.666670e+00	4.000000e+00	2.356700e+00	2.633960e+00	2.672837e-01	2.684131e-02	2.684131e-02
3.666670e+00	4.000000e+00	2.633960e+00	2.911220e+00	2.282347e-01	2.718640e-02	2.718640e-02
3.666670e+00	4.000000e+00	2.911220e+00	3.188480e+00	1.475467e-01	1.863879e-02	1.863879e-02
3.666670e+00	4.000000e+00	3.188480e+00	3.465740e+00	1.184824e-01	2.181050e-02	2.181050e-02
3.666670e+00	4.000000e+00	3.465740e+00	3.742990e+00	6.863497e-02	1.284796e-02	1.284796e-02
3.666670e+00	4.000000e+00	3.742990e+00	4.020250e+00	4.871860e-02	1.078517e-02	1.078517e-02
